OutbreakIdRecord,count
9012331.0,8
4586337.0,8
9592380.0,8
260991.0,8
59404886.0,8
6236068.0,8
9783020.0,8
3013583.0,8
10639200.0,8
256272.0,8
687830.0,8
3145553.0,8
259146.0,8
8979798.0,8
1303446.0,8
9190241.0,8
9767490.0,8
10026988.0,8
59393311.0,8
6482977.0,8
8013730.0,8
5933329.0,8
4457847.0,8
11165487.0,8
929454.0,8
2483119.0,8
4566846.0,8
9045875.0,8
9055938.0,8
57572226.0,8
8029032.0,8
4987837.0,8
8000344.0,8
259387.0,8
258522.0,8
10127802.0,7
9768309.0,7
6191796.0,7
9041901.0,7
9768404.0,7
9041431.0,7
9898647.0,7
59372651.0,7
2660000.0,7
59398993.0,7
5922992.0,7
3117895.0,7
59393088.0,7
9863116.0,7
4534378.0,7
4531014.0,7
6307828.0,7
10058814.0,7
10009137.0,7
5331213.0,7
2640965.0,7
4994274.0,7
3099687.0,7
7837362.0,7
1012651.0,7
8007991.0,7
12204069.0,7
11022322.0,7
11063521.0,7
8053693.0,7
11088121.0,7
11150189.0,7
7866798.0,7
8003017.0,7
11245767.0,7
6506973.0,7
3033831.0,7
8001877.0,7
7166683.0,7
899952.0,7
5317228.0,7
8476091.0,7
5331209.0,7
1308124.0,6
9911344.0,6
7844982.0,6
12815729.0,6
2929067.0,6
3250071.0,6
12102684.0,6
7862196.0,6
256301.0,6
6564334.0,6
7868707.0,6
57871001.0,6
3511482.0,6
7875636.0,6
262714.0,6
7884296.0,6
4479509.0,6
11404502.0,6
11357929.0,6
59311633.0,6
9146307.0,6
9678593.0,6
12495872.0,6
9753404.0,6
1360383.0,6
4500124.0,6
12517871.0,6
12478223.0,6
5276191.0,6
4500129.0,6
1585848.0,6
9836964.0,6
3164450.0,6
259311.0,6
59428879.0,6
9698331.0,6
5312118.0,6
5162261.0,6
6534682.0,6
2562323.0,6
12189603.0,6
9714834.0,6
12838929.0,6
9941664.0,6
59403712.0,6
256092.0,6
1543160.0,6
10057893.0,6
10026697.0,6
10058668.0,6
687714.0,6
8988467.0,6
9008554.0,6
875880.0,6
9741802.0,6
10661790.0,6
8012820.0,6
59188901.0,6
10853522.0,6
262124.0,6
2477200.0,6
3040766.0,6
2660019.0,6
6385887.0,6
698825.0,6
3033841.0,6
8959698.0,6
4613231.0,6
59316408.0,6
5166993.0,6
4570432.0,6
884131.0,6
262560.0,6
1952506.0,5
9610632.0,5
5271265.0,5
9617947.0,5
7271044.0,5
9007896.0,5
6427813.0,5
9585819.0,5
9649544.0,5
5300473.0,5
8033893.0,5
4624639.0,5
863812.0,5
5322164.0,5
4531719.0,5
9728911.0,5
8959481.0,5
6616817.0,5
1241836.0,5
1141727.0,5
4576502.0,5
929199.0,5
4540106.0,5
9126744.0,5
1195850.0,5
4572845.0,5
8007613.0,5
9024202.0,5
7861803.0,5
1556426.0,5
9039395.0,5
4567519.0,5
9038604.0,5
9040837.0,5
4572370.0,5
6276562.0,5
8001529.0,5
2509265.0,5
1425810.0,5
5203577.0,5
9020911.0,5
8042603.0,5
4565213.0,5
9335610.0,5
4624781.0,5
5216586.0,5
5178568.0,5
9000464.0,5
6601286.0,5
1003079.0,5
9007957.0,5
2549624.0,5
8025028.0,5
8030207.0,5
2955443.0,5
7862632.0,5
2667102.0,5
978308.0,5
8938462.0,5
846865.0,5
9916316.0,5
10018500.0,5
10147892.0,5
4402765.0,5
700744.0,5
259187.0,5
3543005.0,5
808002.0,5
12963495.0,5
9942890.0,5
9937516.0,5
11407545.0,5
11338526.0,5
9909418.0,5
14029035.0,5
10483723.0,5
9929462.0,5
2996898.0,5
11298300.0,5
10009693.0,5
10134390.0,5
798365.0,5
10018506.0,5
12160293.0,5
3065960.0,5
12196048.0,5
12228447.0,5
10048247.0,5
10067869.0,5
10046928.0,5
10070268.0,5
10063321.0,5
12239740.0,5
3168361.0,5
3937162.0,5
3168360.0,5
10941114.0,5
3019625.0,5
12789175.0,5
10026092.0,5
3118298.0,5
3166698.0,5
258416.0,5
261591.0,5
255810.0,5
59402100.0,5
10640602.0,5
3134727.0,5
258835.0,5
3113139.0,5
2987005.0,5
2980584.0,5
9790239.0,5
11184916.0,5
59289388.0,5
3611555.0,5
11088127.0,5
10634529.0,5
11030751.0,5
59565938.0,5
11284082.0,5
10733610.0,5
3104542.0,5
11022841.0,5
4494017.0,5
9780109.0,5
10997482.0,5
9845526.0,5
938870.0,4
10982783.0,4
7995868.0,4
965919.0,4
968751.0,4
3684402.0,4
8006845.0,4
7874616.0,4
12204083.0,4
3040798.0,4
7875758.0,4
980364.0,4
12110490.0,4
3603219.0,4
7875754.0,4
256747.0,4
946335.0,4
7878021.0,4
2649624.0,4
3671678.0,4
3685151.0,4
7993857.0,4
3066008.0,4
3621949.0,4
7995856.0,4
3696801.0,4
11356566.0,4
3040767.0,4
931043.0,4
3640623.0,4
7874618.0,4
8032420.0,4
11541853.0,4
11714404.0,4
11682470.0,4
928678.0,4
11794068.0,4
3019630.0,4
1093794.0,4
3066041.0,4
7837378.0,4
1387817.0,4
57339924.0,4
258719.0,4
258780.0,4
258962.0,4
58647128.0,4
1492305.0,4
58874307.0,4
6455313.0,4
6438788.0,4
258417.0,4
58923658.0,4
59002274.0,4
59033476.0,4
255945.0,4
59358623.0,4
59410321.0,4
6281105.0,4
6014357.0,4
6266874.0,4
686999.0,4
59410524.0,4
59429835.0,4
6241105.0,4
59481301.0,4
2420963.0,4
59538340.0,4
6146070.0,4
59827635.0,4
6544270.0,4
6576983.0,4
1345230.0,4
1149150.0,4
12204077.0,4
259414.0,4
7853112.0,4
3172603.0,4
7284410.0,4
3066011.0,4
3165538.0,4
3088478.0,4
12468011.0,4
7264086.0,4
12520543.0,4
3160355.0,4
3148024.0,4
3137044.0,4
13528240.0,4
5324273.0,4
3066052.0,4
778675.0,4
7167323.0,4
3081809.0,4
12841604.0,4
3130040.0,4
259354.0,4
3130422.0,4
13058487.0,4
1318571.0,4
16919331.0,4
13511500.0,4
9745580.0,4
10975848.0,4
687472.0,4
9921843.0,4
9156364.0,4
2958343.0,4
9865930.0,4
9896483.0,4
4586321.0,4
3040815.0,4
9932361.0,4
4481174.0,4
9930463.0,4
9968182.0,4
820934.0,4
9070889.0,4
9996272.0,4
9983748.0,4
4534394.0,4
2905758.0,4
9045537.0,4
10014161.0,4
9041577.0,4
10029087.0,4
3002971.0,4
9032367.0,4
10024659.0,4
9022233.0,4
745006.0,4
3019664.0,4
738133.0,4
4586253.0,4
2667094.0,4
4495075.0,4
9171019.0,4
4030200.0,4
9868299.0,4
3002977.0,4
9750450.0,4
800012.0,4
818288.0,4
4514602.0,4
9774032.0,4
9711973.0,4
9805977.0,4
810109.0,4
9790243.0,4
9784925.0,4
9791354.0,4
4495101.0,4
9792710.0,4
2987006.0,4
9784897.0,4
9787419.0,4
9607364.0,4
2987008.0,4
9855035.0,4
9401565.0,4
785602.0,4
9348943.0,4
9831280.0,4
791477.0,4
9896490.0,4
9244285.0,4
808057.0,4
9206060.0,4
10040350.0,4
9790298.0,4
10641815.0,4
10080627.0,4
261332.0,4
908939.0,4
4607772.0,4
883861.0,4
10097982.0,4
8978041.0,4
8336172.0,4
907088.0,4
8476494.0,4
8477905.0,4
262125.0,4
907856.0,4
8964886.0,4
10629832.0,4
3770996.0,4
10162350.0,4
262448.0,4
687831.0,4
8931366.0,4
10223672.0,4
8898683.0,4
8082743.0,4
895477.0,4
8072875.0,4
2631426.0,4
4586334.0,4
10720347.0,4
10731103.0,4
3033839.0,4
10083983.0,4
722754.0,4
4725127.0,4
10058673.0,4
2603710.0,4
261372.0,4
4766995.0,3
3108052.0,3
5368751.0,3
3113120.0,3
5357917.0,3
4611580.0,3
4537239.0,3
3684403.0,3
4650475.0,3
5379518.0,3
6047655.0,3
5973548.0,3
4624621.0,3
5962330.0,3
3108866.0,3
3128827.0,3
4531019.0,3
3117894.0,3
3652071.0,3
3138287.0,3
5121438.0,3
3679393.0,3
3671664.0,3
4496082.0,3
4040406.0,3
5346703.0,3
3713452.0,3
4259508.0,3
4284492.0,3
4178824.0,3
4284491.0,3
4561978.0,3
3147215.0,3
3698999.0,3
4613230.0,3
4585186.0,3
4231706.0,3
5255577.0,3
4548352.0,3
5240142.0,3
3176894.0,3
3210406.0,3
4133217.0,3
3200597.0,3
4568501.0,3
3172080.0,3
3180097.0,3
4040362.0,3
3147212.0,3
3150625.0,3
3125709.0,3
3148025.0,3
5178605.0,3
5346702.0,3
4572358.0,3
4561961.0,3
3620020.0,3
4605771.0,3
3568752.0,3
3117896.0,3
3274284.0,3
4534393.0,3
4560794.0,3
3138288.0,3
5345986.0,3
3750220.0,3
3901759.0,3
4598070.0,3
4418795.0,3
3243077.0,3
4597126.0,3
4289007.0,3
257931.0,3
6150185.0,3
10042391.0,3
10043041.0,3
10049274.0,3
10055701.0,3
10067879.0,3
10078701.0,3
10097963.0,3
10095187.0,3
10110250.0,3
10110306.0,3
10107930.0,3
10148472.0,3
10212779.0,3
10158748.0,3
10376249.0,3
10542049.0,3
10622231.0,3
10631657.0,3
10634069.0,3
10704464.0,3
10748412.0,3
10754825.0,3
11002834.0,3
11012266.0,3
11075756.0,3
11138699.0,3
11183537.0,3
11182284.0,3
11232431.0,3
11216528.0,3
10068972.0,3
10048231.0,3
6183330.0,3
10044806.0,3
9797248.0,3
9797291.0,3
9790376.0,3
9812156.0,3
9783042.0,3
9833374.0,3
9976958.0,3
9856683.0,3
9893559.0,3
9926637.0,3
9930060.0,3
9943877.0,3
9917197.0,3
9945730.0,3
9966089.0,3
9977085.0,3
9979579.0,3
9992757.0,3
9999233.0,3
10014564.0,3
10012314.0,3
10019054.0,3
10011441.0,3
10006670.0,3
10009491.0,3
10020507.0,3
10035455.0,3
10070245.0,3
10031160.0,3
11286574.0,3
11286562.0,3
11270515.0,3
11265963.0,3
12731877.0,3
12720327.0,3
12755129.0,3
12760114.0,3
12796765.0,3
12804272.0,3
12807289.0,3
12808296.0,3
12820565.0,3
12839016.0,3
12824197.0,3
12959746.0,3
12935191.0,3
13037586.0,3
13120861.0,3
57755374.0,3
58268654.0,3
58780976.0,3
59040838.0,3
60420552.0,3
59150080.0,3
59171638.0,3
59338624.0,3
59424242.0,3
59841833.0,3
59509904.0,3
59619064.0,3
59629854.0,3
59655928.0,3
12631621.0,3
12711705.0,3
12499546.0,3
12123524.0,3
11261988.0,3
11308466.0,3
11322524.0,3
11426750.0,3
11436279.0,3
11496013.0,3
11563505.0,3
11591227.0,3
11593393.0,3
11623095.0,3
12111155.0,3
12114479.0,3
12131634.0,3
12165961.0,3
12335717.0,3
12162917.0,3
12151995.0,3
12168239.0,3
12237660.0,3
12180220.0,3
12217629.0,3
12221219.0,3
12239547.0,3
12243946.0,3
12293201.0,3
12323798.0,3
12321061.0,3
12342549.0,3
9769472.0,3
9770903.0,3
9797334.0,3
8088688.0,3
7279173.0,3
7296629.0,3
7852964.0,3
7845706.0,3
7857488.0,3
7873843.0,3
7844979.0,3
7844736.0,3
7844738.0,3
7862192.0,3
7984404.0,3
7881834.0,3
7884300.0,3
7880237.0,3
7999529.0,3
7983610.0,3
8004396.0,3
7999495.0,3
7995113.0,3
7994636.0,3
8000793.0,3
8037980.0,3
8022592.0,3
8031390.0,3
8033823.0,3
8039337.0,3
8045438.0,3
8077189.0,3
8074980.0,3
7299837.0,3
7242592.0,3
7264841.0,3
6391382.0,3
6183329.0,3
6195018.0,3
6190230.0,3
6200832.0,3
6204233.0,3
6229002.0,3
6245251.0,3
6226842.0,3
6265658.0,3
6277671.0,3
6285426.0,3
6289915.0,3
6298104.0,3
6439554.0,3
7289636.0,3
6430063.0,3
6439546.0,3
6471435.0,3
6474311.0,3
6479985.0,3
6564625.0,3
6544262.0,3
7161033.0,3
7259541.0,3
7163278.0,3
7188951.0,3
7222352.0,3
7243311.0,3
8078755.0,3
8121847.0,3
9770940.0,3
8323058.0,3
9078866.0,3
9066851.0,3
9062570.0,3
9064370.0,3
9065422.0,3
9067063.0,3
9094066.0,3
9089006.0,3
9129549.0,3
9142966.0,3
9149189.0,3
9138607.0,3
9146082.0,3
9149421.0,3
9155483.0,3
9184390.0,3
9224458.0,3
9270126.0,3
9343826.0,3
9406392.0,3
9525193.0,3
9641713.0,3
9642899.0,3
9654200.0,3
9658443.0,3
9683052.0,3
9779999.0,3
9753449.0,3
9753861.0,3
9057180.0,3
9041478.0,3
9042321.0,3
9002990.0,3
8552297.0,3
8573520.0,3
8961716.0,3
8894741.0,3
8928014.0,3
8945341.0,3
8973911.0,3
8993941.0,3
8998061.0,3
8991870.0,3
8975728.0,3
8991108.0,3
9020612.0,3
9013987.0,3
9037166.0,3
9019994.0,3
9006433.0,3
9020639.0,3
9006212.0,3
3104515.0,3
9013218.0,3
9020754.0,3
9016958.0,3
9024163.0,3
9026468.0,3
9026477.0,3
9042602.0,3
9038254.0,3
3093337.0,3
6603447.0,3
3118295.0,3
3160867.0,3
259460.0,3
2987000.0,3
2986977.0,3
2949114.0,3
2934479.0,3
820929.0,3
975574.0,3
687863.0,3
2929124.0,3
874428.0,3
820931.0,3
1499438.0,3
2842187.0,3
256743.0,3
980473.0,3
260177.0,3
2688727.0,3
2667100.0,3
2640967.0,3
1003081.0,3
260358.0,3
257773.0,3
2667097.0,3
2975468.0,3
825840.0,3
2975469.0,3
260182.0,3
3040799.0,3
256274.0,3
3040811.0,3
828082.0,3
687722.0,3
259256.0,3
3092700.0,3
828103.0,3
687876.0,3
939409.0,3
3019620.0,3
3033844.0,3
259388.0,3
929661.0,3
828094.0,3
3019577.0,3
3002953.0,3
3019601.0,3
3002951.0,3
825686.0,3
926341.0,3
947179.0,3
794334.0,3
1036359.0,3
809055.0,3
2472660.0,3
1513697.0,3
773421.0,3
2494981.0,3
2494983.0,3
2477202.0,3
776060.0,3
1546700.0,3
2438668.0,3
2509264.0,3
2477201.0,3
760276.0,3
2549617.0,3
2420961.0,3
1581493.0,3
2515880.0,3
2381920.0,3
775992.0,3
745716.0,3
1755415.0,3
1970243.0,3
1952672.0,3
808026.0,3
738309.0,3
764512.0,3
807975.0,3
737378.0,3
799006.0,3
2667086.0,3
795043.0,3
1287485.0,3
737371.0,3
698849.0,3
1302058.0,3
1292781.0,3
1335868.0,3
707552.0,3
722461.0,3
785490.0,3
800138.0,3
2660016.0,3
782391.0,3
2581344.0,3
722767.0,3
800008.0,3
738111.0,3
2530350.0,3
1513453.0,3
2549620.0,3
3160866.0,3
1795919.0,3
834655.0,3
3065996.0,3
886150.0,3
686998.0,3
688154.0,3
854932.0,3
928648.0,3
3040864.0,3
3054843.0,3
256268.0,3
891461.0,3
874817.0,3
878868.0,3
3064869.0,3
907382.0,3
3056972.0,3
874801.0,3
885213.0,3
3081804.0,3
3078116.0,3
844654.0,3
258696.0,3
258519.0,3
3073284.0,3
3075372.0,3
259353.0,3
258793.0,3
843616.0,3
258521.0,3
3078101.0,3
255986.0,3
3078100.0,3
884124.0,3
256273.0,3
884405.0,3
3081803.0,3
916990.0,3
258721.0,3
256269.0,3
884106.0,3
9775194.0,2
860343.0,2
9850604.0,2
9941929.0,2
9797341.0,2
787652.0,2
875650.0,2
9819886.0,2
8996210.0,2
854861.0,2
810317.0,2
800000.0,2
9784863.0,2
9013235.0,2
799997.0,2
770361.0,2
800004.0,2
9783859.0,2
772781.0,2
9837536.0,2
788345.0,2
787680.0,2
8931292.0,2
9833367.0,2
897560.0,2
790444.0,2
9792255.0,2
9780104.0,2
9781564.0,2
9784814.0,2
790449.0,2
9968567.0,2
798372.0,2
9992802.0,2
9836878.0,2
9784894.0,2
776015.0,2
9782905.0,2
9770936.0,2
798373.0,2
10122292.0,2
9748332.0,2
9770993.0,2
798362.0,2
9744213.0,2
9745569.0,2
8905838.0,2
9744161.0,2
8894817.0,2
9734433.0,2
9735539.0,2
9758177.0,2
810058.0,2
9748345.0,2
790482.0,2
9771280.0,2
9013538.0,2
9011993.0,2
9775060.0,2
895588.0,2
9777485.0,2
9781624.0,2
9763589.0,2
9004494.0,2
9957008.0,2
9760800.0,2
9759509.0,2
9948497.0,2
9757726.0,2
9780146.0,2
854849.0,2
9753347.0,2
9943875.0,2
9833411.0,2
9812274.0,2
9918444.0,2
8974337.0,2
9930101.0,2
776071.0,2
9921045.0,2
9925072.0,2
8980593.0,2
9979698.0,2
8987006.0,2
9893243.0,2
9930133.0,2
9925130.0,2
884861.0,2
884116.0,2
9941777.0,2
800018.0,2
9948834.0,2
9948530.0,2
9782797.0,2
9907267.0,2
9927676.0,2
8949120.0,2
9976989.0,2
8966556.0,2
809109.0,2
9917191.0,2
9939109.0,2
9930650.0,2
787390.0,2
886514.0,2
9966747.0,2
777795.0,2
8962572.0,2
9893130.0,2
8970085.0,2
800047.0,2
9893192.0,2
9868161.0,2
8984012.0,2
787713.0,2
9869418.0,2
788619.0,2
9821577.0,2
9863206.0,2
9836832.0,2
800025.0,2
9979836.0,2
9823280.0,2
9806024.0,2
8984040.0,2
9950968.0,2
9836994.0,2
9803539.0,2
10081881.0,2
8992275.0,2
798371.0,2
808059.0,2
9878061.0,2
9854948.0,2
9950136.0,2
9893687.0,2
8967193.0,2
9941699.0,2
800060.0,2
9908678.0,2
9945746.0,2
8995890.0,2
9893702.0,2
9868222.0,2
9840764.0,2
9853704.0,2
9843472.0,2
846206.0,2
9031593.0,2
808051.0,2
9052355.0,2
9024089.0,2
860340.0,2
9022208.0,2
9044696.0,2
859277.0,2
9059950.0,2
828106.0,2
9051793.0,2
9044220.0,2
828108.0,2
9053346.0,2
9061122.0,2
9048369.0,2
9048380.0,2
9033253.0,2
9079857.0,2
9020994.0,2
9033083.0,2
9020133.0,2
9048385.0,2
9021265.0,2
9051795.0,2
9022287.0,2
9076413.0,2
9023535.0,2
9069312.0,2
9066927.0,2
9021179.0,2
828091.0,2
9072556.0,2
9061231.0,2
9061499.0,2
9049164.0,2
9060831.0,2
9060840.0,2
9075204.0,2
828085.0,2
9058503.0,2
9012819.0,2
9040445.0,2
9038267.0,2
9040367.0,2
9025386.0,2
846198.0,2
9029315.0,2
9035979.0,2
9034087.0,2
831557.0,2
9038584.0,2
9032366.0,2
9028359.0,2
9039416.0,2
9038761.0,2
9021253.0,2
9029358.0,2
9019318.0,2
9024236.0,2
9026896.0,2
9020171.0,2
899946.0,2
9023996.0,2
842954.0,2
9036213.0,2
858792.0,2
9022189.0,2
9040444.0,2
9024007.0,2
9038334.0,2
9030858.0,2
9038716.0,2
9035967.0,2
9031680.0,2
9039438.0,2
820956.0,2
9040402.0,2
9026544.0,2
9029297.0,2
9021011.0,2
9030595.0,2
834769.0,2
9031554.0,2
9088647.0,2
9065637.0,2
9673949.0,2
9302970.0,2
9454353.0,2
9397183.0,2
9013452.0,2
9909399.0,2
9402722.0,2
9406049.0,2
808708.0,2
9321372.0,2
9293453.0,2
9110398.0,2
9182458.0,2
832847.0,2
807304.0,2
844234.0,2
9019990.0,2
9008646.0,2
9156490.0,2
9165271.0,2
9020676.0,2
9459847.0,2
9459850.0,2
9498953.0,2
9671471.0,2
828422.0,2
808649.0,2
854854.0,2
9654750.0,2
9020079.0,2
9011280.0,2
9630339.0,2
842417.0,2
9625163.0,2
9599136.0,2
9587542.0,2
9020720.0,2
9610110.0,2
9008029.0,2
9562337.0,2
9504507.0,2
820912.0,2
9024228.0,2
9019923.0,2
9125404.0,2
821343.0,2
9110145.0,2
9011540.0,2
9110037.0,2
9102816.0,2
9090697.0,2
9110591.0,2
834781.0,2
9080315.0,2
9020830.0,2
9012879.0,2
9110246.0,2
9071312.0,2
9024040.0,2
9008671.0,2
9089641.0,2
9063476.0,2
9025290.0,2
13217374.0,2
9154765.0,2
9020875.0,2
9147761.0,2
818054.0,2
9146077.0,2
9011727.0,2
9018108.0,2
814455.0,2
9144178.0,2
843385.0,2
10080545.0,2
843737.0,2
820883.0,2
9133561.0,2
9140792.0,2
9127663.0,2
9121670.0,2
9123991.0,2
9115199.0,2
9144063.0,2
10046801.0,2
9979661.0,2
12720336.0,2
12672403.0,2
12777090.0,2
686994.0,2
12705188.0,2
709168.0,2
12679429.0,2
687715.0,2
12565335.0,2
12615081.0,2
778680.0,2
12263216.0,2
259319.0,2
12516313.0,2
12398936.0,2
259322.0,2
12327418.0,2
12327085.0,2
12337573.0,2
12690800.0,2
12331139.0,2
12750559.0,2
12768297.0,2
259320.0,2
12704210.0,2
12912541.0,2
12912539.0,2
259355.0,2
12866149.0,2
12846544.0,2
12824453.0,2
12841680.0,2
12835066.0,2
12827501.0,2
12801741.0,2
259050.0,2
712164.0,2
12819800.0,2
12799849.0,2
12797437.0,2
712168.0,2
12771440.0,2
12718266.0,2
12732588.0,2
12292134.0,2
12238670.0,2
9984607.0,2
11906933.0,2
687400.0,2
12167823.0,2
12127356.0,2
12160498.0,2
12114482.0,2
12093937.0,2
259508.0,2
256570.0,2
687721.0,2
259507.0,2
12215818.0,2
259571.0,2
11648815.0,2
11650875.0,2
687879.0,2
11536724.0,2
11524152.0,2
11436525.0,2
11425997.0,2
11392196.0,2
12144282.0,2
12157055.0,2
12157073.0,2
12166567.0,2
12221248.0,2
12208384.0,2
12200792.0,2
12208385.0,2
12228048.0,2
12237661.0,2
687877.0,2
12212714.0,2
12197123.0,2
12190908.0,2
12185876.0,2
12178642.0,2
12208381.0,2
12193594.0,2
12173645.0,2
12178658.0,2
12184751.0,2
12196629.0,2
12164418.0,2
12872639.0,2
12888852.0,2
12904127.0,2
59284540.0,2
258351.0,2
59304234.0,2
59297941.0,2
59318361.0,2
59360019.0,2
255988.0,2
258356.0,2
59326314.0,2
59294204.0,2
59283128.0,2
258963.0,2
59223910.0,2
59202843.0,2
59185775.0,2
256144.0,2
59172814.0,2
59157974.0,2
59174147.0,2
59139977.0,2
59126564.0,2
59320080.0,2
59402796.0,2
259350.0,2
59389505.0,2
60180569.0,2
60163337.0,2
688445.0,2
60102362.0,2
59711021.0,2
255759.0,2
686996.0,2
686995.0,2
59495754.0,2
258301.0,2
59418940.0,2
687000.0,2
259348.0,2
259349.0,2
258254.0,2
687002.0,2
687001.0,2
255663.0,2
59373304.0,2
59105838.0,2
59126202.0,2
59112712.0,2
258904.0,2
13389161.0,2
13375379.0,2
686993.0,2
14116234.0,2
13232712.0,2
13150561.0,2
258862.0,2
13055511.0,2
13047182.0,2
13019137.0,2
13021226.0,2
13017808.0,2
12976901.0,2
12973016.0,2
12956750.0,2
12954319.0,2
12936002.0,2
12923048.0,2
12918376.0,2
13476117.0,2
13467361.0,2
59057769.0,2
13492847.0,2
259352.0,2
59002280.0,2
58994605.0,2
258520.0,2
258523.0,2
687004.0,2
58700538.0,2
60421722.0,2
58727331.0,2
60420531.0,2
258703.0,2
58335595.0,2
687659.0,2
58171568.0,2
58122734.0,2
58077080.0,2
57755362.0,2
258702.0,2
57532205.0,2
11378600.0,2
11354405.0,2
11349479.0,2
738113.0,2
10045471.0,2
10061947.0,2
10044588.0,2
738100.0,2
10060559.0,2
10047542.0,2
10062593.0,2
10072561.0,2
10152098.0,2
10043059.0,2
10086278.0,2
10041963.0,2
10036567.0,2
10027198.0,2
738108.0,2
738120.0,2
10039052.0,2
10026849.0,2
10051614.0,2
10041975.0,2
10067325.0,2
741223.0,2
714042.0,2
10155346.0,2
707569.0,2
10088835.0,2
10087460.0,2
10095094.0,2
10080557.0,2
10085440.0,2
10103079.0,2
10081293.0,2
10078713.0,2
10073489.0,2
10079536.0,2
706680.0,2
10058832.0,2
709162.0,2
10066772.0,2
10097147.0,2
891560.0,2
10077246.0,2
10061495.0,2
735860.0,2
10026836.0,2
10060627.0,2
10018357.0,2
10046878.0,2
10015319.0,2
9979608.0,2
800023.0,2
9999090.0,2
9988945.0,2
10058524.0,2
9971499.0,2
10009604.0,2
10006729.0,2
9980313.0,2
10012772.0,2
9999169.0,2
9979646.0,2
764911.0,2
9964816.0,2
891565.0,2
9998761.0,2
10021045.0,2
10024920.0,2
10004342.0,2
10044526.0,2
800040.0,2
10042054.0,2
10039531.0,2
741216.0,2
10032105.0,2
10026864.0,2
10006352.0,2
10018419.0,2
775961.0,2
10020505.0,2
10009624.0,2
10004312.0,2
10006854.0,2
8889465.0,2
10004383.0,2
10009158.0,2
745612.0,2
10023869.0,2
10046868.0,2
10014279.0,2
10097959.0,2
10104504.0,2
11334921.0,2
259998.0,2
11128183.0,2
259904.0,2
260052.0,2
687680.0,2
259928.0,2
11063620.0,2
11125835.0,2
11016260.0,2
260048.0,2
11045679.0,2
10090500.0,2
10832623.0,2
10804335.0,2
260865.0,2
10824339.0,2
10768599.0,2
10807312.0,2
10766572.0,2
10731930.0,2
10699622.0,2
11127865.0,2
11175924.0,2
11184892.0,2
11183503.0,2
11323596.0,2
11328072.0,2
