ImpfungDatum,count
2016-01-20 00:00:00.000,1
2012-10-02 00:00:00.000,1
2013-07-09 00:00:00.000,1
2015-03-24 00:00:00.000,1
2004-09-22 00:00:00.000,1
2015-08-31 00:00:00.000,1
2014-03-05 00:00:00.000,1
2015-08-03 00:00:00.000,1
2005-12-22 00:00:00.000,1
1980-10-27 00:00:00.000,1
2017-01-19 00:00:00.000,1
1978-05-17 00:00:00.000,1
2007-01-31 00:00:00.000,1
2007-02-01 00:00:00.000,1
2017-06-09 00:00:00.000,1
2017-06-12 00:00:00.000,1
2017-05-31 00:00:00.000,1
2000-09-19 00:00:00.000,1
2005-02-24 00:00:00.000,1
2007-01-01 00:00:00.000,1
2017-05-12 00:00:00.000,1
2017-05-15 00:00:00.000,1
2000-10-16 00:00:00.000,1
2017-05-11 00:00:00.000,1
1995-10-12 00:00:00.000,1
2010-08-06 00:00:00.000,1
2017-05-03 00:00:00.000,1
2017-05-02 00:00:00.000,1
2017-04-27 00:00:00.000,1
2017-07-04 00:00:00.000,1
1999-06-19 00:00:00.000,1
1979-05-01 00:00:00.000,1
2017-08-29 00:00:00.000,1
1994-08-21 00:00:00.000,1
1994-02-28 00:00:00.000,1
2017-10-27 00:00:00.000,1
2017-10-17 00:00:00.000,1
1993-03-26 00:00:00.000,1
2017-09-12 00:00:00.000,1
2017-08-07 00:00:00.000,1
1990-12-31 00:00:00.000,1
2017-07-31 00:00:00.000,1
2004-09-15 00:00:00.000,1
2017-08-06 00:00:00.000,1
2017-08-04 00:00:00.000,1
1968-01-09 00:00:00.000,1
2017-07-28 00:00:00.000,1
2013-01-03 00:00:00.000,1
2017-04-24 00:00:00.000,1
2016-10-20 00:00:00.000,1
2017-03-05 00:00:00.000,1
2017-02-22 00:00:00.000,1
2017-01-23 00:00:00.000,1
2017-03-01 00:00:00.000,1
2017-02-20 00:00:00.000,1
2017-03-03 00:00:00.000,1
2012-02-28 00:00:00.000,1
2017-02-14 00:00:00.000,1
2005-07-27 00:00:00.000,1
1987-06-09 00:00:00.000,1
2017-02-13 00:00:00.000,1
2001-06-06 00:00:00.000,1
1997-11-26 00:00:00.000,1
2016-11-18 00:00:00.000,1
1988-07-13 00:00:00.000,1
2017-01-26 00:00:00.000,1
2017-02-21 00:00:00.000,1
1986-09-05 00:00:00.000,1
2017-03-07 00:00:00.000,1
2005-01-14 00:00:00.000,1
1978-08-24 00:00:00.000,1
2017-04-04 00:00:00.000,1
2006-01-17 00:00:00.000,1
2017-03-29 00:00:00.000,1
2017-03-28 00:00:00.000,1
2011-08-15 00:00:00.000,1
2005-10-13 00:00:00.000,1
2017-03-06 00:00:00.000,1
2012-01-06 00:00:00.000,1
1986-04-21 00:00:00.000,1
2012-02-21 00:00:00.000,1
2016-02-10 00:00:00.000,1
2004-07-12 00:00:00.000,1
2017-03-13 00:00:00.000,1
2009-01-08 00:00:00.000,1
1997-06-01 00:00:00.000,1
1995-07-01 00:00:00.000,1
1993-10-17 00:00:00.000,1
2006-02-17 00:00:00.000,1
1991-07-22 00:00:00.000,1
1996-06-02 00:00:00.000,1
1985-01-16 00:00:00.000,1
2003-09-01 00:00:00.000,1
2003-04-29 00:00:00.000,1
2001-05-17 00:00:00.000,1
1981-05-05 00:00:00.000,1
2005-08-12 00:00:00.000,1
2005-08-09 00:00:00.000,1
2005-05-12 00:00:00.000,1
2005-07-11 00:00:00.000,1
2005-01-21 00:00:00.000,1
2005-06-20 00:00:00.000,1
1997-10-01 00:00:00.000,1
1996-07-07 00:00:00.000,1
1994-10-04 00:00:00.000,1
1988-05-31 00:00:00.000,1
1997-02-04 00:00:00.000,1
2003-03-18 00:00:00.000,1
1983-01-20 00:00:00.000,1
1994-01-25 00:00:00.000,1
1995-12-11 00:00:00.000,1
1984-09-07 00:00:00.000,1
1994-12-19 00:00:00.000,1
1998-03-03 00:00:00.000,1
2006-03-17 00:00:00.000,1
2003-03-24 00:00:00.000,1
2003-11-27 00:00:00.000,1
2006-03-06 00:00:00.000,1
1999-05-05 00:00:00.000,1
1994-11-11 00:00:00.000,1
1993-10-19 00:00:00.000,1
1987-01-22 00:00:00.000,1
2005-06-03 00:00:00.000,1
2005-06-10 00:00:00.000,1
1980-05-15 00:00:00.000,1
2002-07-08 00:00:00.000,1
2004-03-22 00:00:00.000,1
1968-07-10 00:00:00.000,1
2002-12-10 00:00:00.000,1
2023-01-01 00:00:01.000,1
2003-01-09 00:00:00.000,1
1970-01-28 00:00:00.000,1
2001-08-30 00:00:00.000,1
2001-09-10 00:00:00.000,1
2004-09-16 00:00:00.000,1
1999-08-04 00:00:00.000,1
2004-05-08 00:00:00.000,1
2004-07-17 00:00:00.000,1
2004-05-27 00:00:00.000,1
2004-06-30 00:00:00.000,1
2004-05-13 00:00:00.000,1
2003-06-02 00:00:00.000,1
2003-05-07 00:00:00.000,1
1997-12-04 00:00:00.000,1
2003-06-01 00:00:00.000,1
1987-11-05 00:00:00.000,1
1999-06-01 00:00:00.000,1
1987-07-31 00:00:00.000,1
1984-06-22 00:00:00.000,1
2001-11-15 00:00:00.000,1
1972-12-01 00:00:00.000,1
2000-03-02 00:00:00.000,1
1986-09-23 00:00:00.000,1
2005-04-18 00:00:00.000,1
2004-09-28 00:00:00.000,1
2003-03-20 00:00:00.000,1
2005-03-26 00:00:00.000,1
1995-03-14 00:00:00.000,1
2005-04-08 00:00:00.000,1
2004-12-10 00:00:00.000,1
1991-05-14 00:00:00.000,1
1992-08-15 00:00:00.000,1
2003-03-11 00:00:00.000,1
1997-02-27 00:00:00.000,1
1997-07-24 00:00:00.000,1
1987-04-22 00:00:00.000,1
2002-11-20 00:00:00.000,1
2007-07-13 00:00:00.000,1
2006-04-19 00:00:00.000,1
1999-04-08 00:00:00.000,1
2002-11-12 00:00:00.000,1
1996-10-09 00:00:00.000,1
