DeceasedDate,count
2001-05-08 00:00:00.000,1
2005-02-23 00:00:00.000,1
2007-01-13 00:00:00.000,1
2007-04-11 00:00:00.000,1
2011-03-28 00:00:00.000,1
2015-02-18 00:00:00.000,1
2017-05-20 00:00:00.000,1
2019-04-11 00:00:00.000,1
2022-01-28 15:16:29.000,1
