SequenceName	ClusterNumber
19-00064	14
19-00050	14
19-00052	14
19-00055	14
19-00053	14
19-00045	14
19-00109	14
19-00097	14
19-00046	14
19-00108	14
19-00037	14
19-00025	14
19-00010	14
19-00012	14
18-00993	14
18-00994	14
18-00986	14
18-00957	14
18-00943	14
18-00914	14
18-00862	14
18-00762	14
18-00768	14
18-00731	14
18-00717	14
18-00678	14
18-00666	14
18-00668	14
18-00642	14
18-00638	14
18-00637	14
18-00617	14
18-00625	14
18-00611	14
18-00604	14
18-00612	14
18-00592	14
18-00587	14
18-00580	14
18-00581	14
18-00572	14
18-00573	14
18-00564	14
18-00585	14
18-00583	14
18-00584	14
18-00549	14
18-00528	14
18-00513	14
18-00485	14
18-00484	14
18-00499	14
18-00500	14
18-00493	14
18-00490	14
18-00495	14
18-00460	14
18-00413	14
18-00416	14
18-00397	14
18-00384	14
18-00369	14
18-00376	14
18-00952	14
18-00953	14
18-00330	14
18-00347	14
18-00313	14
18-00278	14
18-00269	14
18-00268	14
18-00263	14
18-00260	14
18-00950	14
18-00252	14
18-00233	14
18-00949	14
18-00220	14
18-00218	14
18-00219	14
18-00222	14
18-00352	14
18-00213	14
18-00211	14
18-00214	14
18-00212	14
18-00177	14
17-00477	14
17-00468	14
19-00225	14
19-00169	14
19-00272	14
19-00349	14
19-00193	14
17-00321	14
17-00163	14
19-01183	14
19-00295	14
19-00211	14
19-00057	14
19-00042	14
18-00901	14
19-01024	14
20-00187	14
19-00586	14
19-00509	14
19-00721	14
19-00688	14
19-00658	14
19-00471	14
19-00613	14
24-01146	14
24-01149	14
24-01133	14
24-01163	14
24-01140	14
24-01135	14
24-01139	14
24-01136	14
24-01118	14
24-01119	14
24-01111	14
24-01110	14
24-01120	14
24-01104	14
24-01124	14
24-01112	14
24-01150	14
24-01113	14
24-01116	14
24-01114	14
24-01151	14
24-01117	14
24-01098	14
24-01082	14
24-01089	14
24-01093	14
24-01091	14
24-01060	14
24-01052	14
24-01065	14
24-01062	14
24-01030	14
24-01034	14
24-01063	14
24-01066	14
24-00994	14
24-00945	14
24-00948	14
24-00950	14
24-00943	14
24-00952	14
24-00946	14
24-00953	14
24-00965	14
24-00961	14
24-00878	14
24-00876	14
24-00888	14
24-00886	14
24-00887	14
24-00714	14
24-00705	14
24-00098	14
24-00070	14
24-00072	14
24-00073	14
24-00069	14
24-01130	14
24-01142	14
24-00849	14
24-00811	14
24-00759	14
24-00696	14
24-00677	14
24-00631	14
24-00630	14
24-00586	14
24-00577	14
24-00580	14
24-00403	14
24-00227	14
24-00172	14
24-00080	14
24-00148	14
23-00885	14
23-00768	14
23-00506	14
24-01081	14
24-01078	14
24-01088	14
24-01086	14
24-00930	14
24-00928	14
24-00929	14
24-00812	14
24-00807	14
24-00760	14
24-00786	14
24-00735	14
24-00731	14
24-00722	14
24-00656	14
24-00642	14
24-00643	14
24-00525	14
24-00528	14
24-00516	14
24-00530	14
24-00540	14
24-00473	14
24-00472	14
24-00443	14
24-00387	14
24-00412	14
24-00208	14
24-00167	14
24-00173	14
24-00176	14
24-00275	14
24-00574	14
24-00122	14
24-00113	14
24-00131	14
24-00276	14
24-00185	14
24-00095	14
24-00067	14
24-00037	14
23-00773	14
23-00770	14
23-00738	14
23-00735	14
23-00731	14
23-00650	14
23-00304	14
23-00310	14
23-00325	14
23-00179	14
22-00571	14
24-00140	14
24-00575	14
24-00479	14
23-00690	14
23-00689	14
23-00695	14
23-00826	14
23-00830	14
23-00827	14
24-01122	14
24-01121	14
18-00343	14
22-00554	14
23-00541	14
24-00455	14
24-00217	14
24-00102	14
18-00264	14
18-00433	14
18-00371	14
18-00299	14
18-00297	14
18-00237	14
18-00187	14
24-00938	14
24-00915	14
24-00903	14
24-00875	14
24-00885	14
24-00919	14
24-00806	14
24-00761	14
24-00746	14
24-00747	14
24-00740	14
24-00742	14
24-00688	14
24-00701	14
24-00700	14
24-00695	14
24-00698	14
24-00796	14
24-00706	14
24-00657	14
24-00614	14
24-00633	14
24-00581	14
24-00567	14
24-00520	14
24-00441	14
24-00445	14
24-00435	14
24-00418	14
24-00393	14
24-00394	14
24-00341	14
24-00308	14
24-00319	14
24-00321	14
24-00309	14
24-00334	14
24-00333	14
24-00302	14
24-00270	14
24-00244	14
24-00335	14
24-00240	14
24-00215	14
24-00199	14
24-00195	14
24-00200	14
24-00198	14
24-00196	14
24-00207	14
24-00189	14
24-00177	14
24-00220	14
24-00221	14
24-00222	14
24-00159	14
24-00158	14
24-00175	14
24-00179	14
24-00178	14
24-00120	14
24-00119	14
24-00094	14
24-00090	14
24-00044	14
23-00625	14
24-00792	14
24-00805	14
24-00748	14
24-00718	14
24-00726	14
24-00717	14
24-00660	14
24-00650	14
24-00680	14
24-00678	14
24-00681	14
24-00679	14
24-00676	14
24-00599	14
24-00598	14
24-00597	14
24-00584	14
24-00542	14
24-00511	14
24-00546	14
24-00497	14
24-00461	14
24-00460	14
24-00481	14
24-00641	14
24-00446	14
24-00448	14
24-00451	14
24-00452	14
24-00449	14
24-00432	14
24-00549	14
24-00545	14
24-00897	14
24-00669	14
24-00684	14
24-00624	14
24-00589	14
24-00570	14
24-01031	14
17-01054	14
17-01029	14
17-01006	14
17-00895	14
17-00749	14
17-00507	14
17-00825	14
17-00361	14
17-00117	14
17-00113	14
17-00111	14
17-00106	14
17-00084	14
17-00369	14
17-00058	14
17-00057	14
16-00683	14
16-00614	14
16-00597	14
16-00591	14
16-00593	14
16-00594	14
16-00380	14
17-01071	14
16-00145	14
16-00202	14
18-00798	14
18-00781	14
18-00788	14
18-00784	14
18-00779	14
18-00771	14
18-00770	14
18-00755	14
18-00757	14
18-00348	14
18-00231	14
19-01296	14
19-01292	14
19-01295	14
19-01293	14
18-00865	14
18-00803	14
19-00023	14
19-00022	14
18-00047	14
18-00013	14
17-00164	14
17-00327	14
17-00105	14
17-00088	14
17-00056	14
17-00371	14
17-00382	14
17-00355	14
17-00354	14
17-00322	14
17-00332	14
17-00292	14
17-00266	14
17-00267	14
17-00265	14
17-00247	14
17-00254	14
17-00238	14
17-00191	14
17-00216	14
17-00188	14
17-00184	14
17-00187	14
17-00189	14
17-00179	14
17-00155	14
17-00107	14
19-00220	14
19-00222	14
19-00820	14
17-00616	14
17-00581	14
17-00502	14
17-00471	14
17-00449	14
17-00427	14
17-00421	14
17-00411	14
17-00405	14
17-00200	14
17-00335	14
17-00158	14
17-00157	14
17-00094	14
17-00103	14
17-00115	14
17-00092	14
17-00097	14
17-00083	14
17-00053	14
17-00027	14
17-00012	14
17-00010	14
16-00859	14
16-00789	14
16-00759	14
16-00132	14
24-00591	14
23-00302	14
23-00273	14
23-00249	14
24-00908	14
24-01101	14
15-01247	14
15-01207	14
15-01084	14
15-01051	14
14-00698	14
17-00314	14
17-00180	14
16-00850	14
18-00069	14
18-00068	14
17-01148	14
16-00564	14
16-00560	14
16-00524	14
16-00510	14
16-00500	14
16-00467	14
16-00393	14
16-00561	14
16-00112	14
16-00113	14
16-00111	14
16-00120	14
16-00317	14
16-00312	14
18-00181	14
18-00086	14
18-00088	14
18-00857	14
17-00177	14
17-00269	14
17-00109	14
17-00995	14
17-00983	14
15-01434	14
17-00230	14
17-00162	14
15-01204	14
18-00805	14
18-00804	14
18-00689	14
18-00682	14
18-00660	14
18-00609	14
18-00619	14
18-00566	14
18-00562	14
18-00548	14
18-00510	14
18-00476	14
18-00529	14
18-00450	14
18-00449	14
18-00432	14
18-00431	14
18-00434	14
18-00408	14
18-00390	14
18-00388	14
18-00377	14
18-00332	14
18-00284	14
18-00186	14
17-01221	14
17-01263	14
17-00391	14
10-00097	14
10-00098	14
16-00037	14
16-00023	14
08-00727	14
10-00057	-1
13-00670	15
14-00356	15
13-00665	15
13-00649	15
13-00646	15
13-00650	15
13-00614	15
13-00205	15
13-00261	15
13-00191	15
13-00838	15
07-00746	15
07-00288	-1
07-00330	16
07-00302	16
10-00207	17
10-00187	17
10-00182	17
10-00126	17
10-00112	17
10-00089	17
10-00086	17
09-00070	17
09-00077	17
09-00056	17
17-01027	17
10-00075	18
10-00073	18
10-00091	18
10-00058	18
10-00033	18
10-00029	18
10-00026	18
10-00022	18
10-00023	18
10-00018	18
10-00017	18
10-00006	18
08-00034	18
07-00412	18
07-00399	18
07-00397	18
07-00390	18
07-00382	18
07-00377	18
07-00376	18
07-00369	18
07-00365	18
07-00362	18
07-00358	18
07-00363	18
07-00360	18
07-00356	18
07-00349	18
07-00352	18
07-00338	18
07-00340	18
07-00344	18
07-00341	18
07-00332	18
07-00333	18
07-00329	18
07-00335	18
07-00324	18
07-00327	18
07-00326	18
07-00320	18
07-00310	18
07-00311	18
07-00308	18
07-00306	18
07-00295	18
07-00297	18
07-00292	18
07-00300	18
07-00303	18
07-00299	18
07-00291	18
07-00290	18
07-00266	18
07-00265	18
07-00267	18
07-00264	18
07-00268	18
07-00260	18
07-00249	18
07-00238	18
07-00246	18
07-00235	18
07-00245	18
07-00188	18
15-01420	19
15-01313	19
15-01312	19
15-01302	19
15-01281	19
15-01261	19
15-01259	19
15-01257	19
15-01258	19
15-01212	19
15-01201	19
15-01205	19
15-01200	19
15-01199	19
15-01195	19
15-01185	19
15-01178	19
15-01167	19
15-01166	19
15-01146	19
15-01138	19
15-01095	19
15-01106	19
15-01091	19
15-01100	19
15-01075	19
15-01088	19
15-01082	19
15-01081	19
15-01085	19
15-01083	19
15-01067	19
15-01072	19
15-01052	19
15-01049	19
15-01050	19
15-01056	19
15-01047	19
15-01033	19
15-01023	19
15-01016	19
15-01042	19
15-01025	19
15-01024	19
15-01015	19
15-01044	19
15-01043	19
15-01020	19
15-01021	19
15-00979	19
15-01009	19
15-00978	19
15-00964	19
15-00945	19
15-00926	19
15-00928	19
15-00959	19
15-00950	19
15-00914	19
15-00916	19
15-00907	19
15-00902	19
15-00944	19
15-00900	19
15-00880	19
15-00884	19
15-00859	19
15-00873	19
15-00887	19
15-00875	19
15-00886	19
15-00863	19
15-00870	19
15-00847	19
15-00852	19
15-00853	19
15-00851	19
15-00844	19
15-00846	19
15-00854	19
15-00838	19
15-00848	19
15-00831	19
15-00837	19
15-00832	19
15-00825	19
15-00917	19
15-00812	19
15-00811	19
15-00813	19
15-00829	19
15-00795	19
15-00815	19
15-00814	19
15-00800	19
15-00797	19
15-00787	19
15-00788	19
15-00783	19
15-00796	19
15-00782	19
15-00777	19
15-00768	19
15-00765	19
15-00779	19
15-00739	19
15-00742	19
15-00752	19
15-00737	19
15-00755	19
15-00772	19
15-00749	19
15-00770	19
15-00753	19
15-00731	19
15-00751	19
15-00721	19
15-00757	19
15-00760	19
15-00723	19
15-00734	19
15-00743	19
15-00718	19
15-00704	19
15-00709	19
15-00682	19
15-00710	19
15-00694	19
15-00673	19
15-00728	19
15-00660	19
15-00729	19
15-00652	19
15-00679	19
15-00716	19
15-00664	19
15-00650	19
15-00642	19
15-00671	19
15-00646	19
15-00639	19
15-00676	19
15-00633	19
15-00630	19
15-00643	19
15-00667	19
15-00668	19
15-00613	19
15-00589	19
15-00606	19
15-00597	19
15-00611	19
15-00584	19
15-00583	19
15-00594	19
15-00561	19
15-00649	19
15-00629	19
15-00573	19
15-00712	19
15-00546	19
15-00548	19
15-00558	19
15-00533	19
15-00627	19
15-00513	19
15-00549	19
15-00517	19
15-00502	19
15-00530	19
15-00512	19
15-00531	19
15-00514	19
15-00626	19
15-00527	19
15-00496	19
15-00500	19
15-00497	19
15-00487	19
15-00472	19
15-00536	19
15-00460	19
15-00499	19
15-00428	19
15-00431	19
15-00426	19
15-00465	19
15-00450	19
15-00439	19
15-00504	19
15-00412	19
15-00393	19
15-00414	19
15-00427	19
15-00403	19
15-00432	19
15-00395	19
15-00400	19
15-00372	19
15-00425	19
15-00363	19
15-00364	19
15-00625	19
15-00361	19
15-00359	19
15-00624	19
15-00344	19
15-00424	19
15-00334	19
15-00357	19
15-00330	19
15-00343	19
15-00336	19
15-00622	19
15-00326	19
15-00325	19
15-00345	19
15-00621	19
15-00307	19
15-00319	19
15-00296	19
15-00323	19
15-00620	19
15-00311	19
15-00294	19
15-00289	19
15-00293	19
15-00297	19
15-00619	19
15-00288	19
15-00286	19
15-00274	19
15-00276	19
15-00265	19
15-00266	19
15-00259	19
15-00267	19
15-00272	19
15-00255	19
15-00246	19
15-00285	19
15-00254	19
15-00284	19
15-00241	19
15-00253	19
15-00258	19
15-00237	19
15-00283	19
15-00240	19
15-00238	19
15-00245	19
15-00243	19
15-00221	19
15-00217	19
15-00223	19
15-00222	19
15-00220	19
15-00205	19
15-00216	19
15-00219	19
15-00202	19
15-00200	19
15-00194	19
15-00224	19
15-00203	19
15-00212	19
15-00211	19
15-00206	19
15-00195	19
15-00198	19
15-00197	19
15-00199	19
15-00191	19
15-00264	19
15-00192	19
15-00183	19
15-00185	19
15-00176	19
15-00182	19
15-00174	19
15-00193	19
15-00169	19
15-00168	19
15-00177	19
15-00155	19
15-00151	19
15-00146	19
15-00157	19
15-00145	19
15-00152	19
15-00160	19
15-00147	19
15-00153	19
15-00137	19
15-00127	19
15-00140	19
15-00128	19
15-00136	19
15-00139	19
15-00227	19
15-00228	19
15-00111	19
15-00141	19
15-00117	19
15-00118	19
15-00116	19
15-00105	19
15-00096	19
15-00110	19
15-00097	19
15-00109	19
15-00094	19
15-00119	19
15-00103	19
15-00098	19
15-00095	19
15-00087	19
15-00075	19
15-00076	19
15-00080	19
15-00084	19
15-00081	19
15-00107	19
15-00073	19
15-00062	19
15-00065	19
15-00063	19
15-00055	19
15-00054	19
15-00064	19
15-00052	19
15-00049	19
15-00050	19
15-00033	19
15-00057	19
15-00043	19
15-00059	19
15-00040	19
15-00037	19
15-00044	19
15-00170	19
15-00025	19
15-00030	19
15-00006	19
15-00046	19
15-00021	19
15-00013	19
15-00018	19
14-00887	19
15-00012	19
15-00009	19
15-00017	19
15-00010	19
15-00007	19
14-00888	19
14-00886	19
14-00881	19
14-00878	19
14-00879	19
14-00880	19
14-00884	19
14-00874	19
14-00876	19
14-00883	19
14-00873	19
14-00869	19
14-00866	19
14-00877	19
14-00872	19
14-00863	19
14-00862	19
14-00865	19
14-00857	19
14-00875	19
14-00852	19
14-00853	19
14-00851	19
14-00856	19
14-00854	19
14-00864	19
14-00858	19
14-00848	19
14-00847	19
14-00845	19
14-00846	19
14-00844	19
14-00843	19
14-00828	19
14-00765	19
14-00764	19
14-00762	19
14-00760	19
14-00759	19
14-00757	19
14-00761	19
14-00728	19
14-00713	19
14-00702	19
14-00699	19
14-00665	19
14-00645	19
14-00637	19
14-00638	19
14-00611	19
14-00582	19
14-00620	19
14-00515	19
15-01264	19
14-00297	19
15-01179	19
15-00790	19
15-00031	19
14-00586	19
15-01070	19
15-01296	19
15-01062	19
15-00983	19
15-00922	19
15-00905	19
15-00885	19
15-00817	19
15-00833	19
15-00819	19
15-00799	19
15-00840	19
15-00785	19
15-00758	19
15-00769	19
15-00744	19
15-00722	19
15-00740	19
15-00735	19
15-00711	19
15-00705	19
15-00678	19
15-00703	19
15-00686	19
15-00647	19
15-00631	19
15-00617	19
15-00616	19
15-00554	19
15-00486	19
15-00470	19
15-00471	19
15-00566	19
15-00567	19
15-00568	19
15-00437	19
15-00565	19
15-00407	19
15-00406	19
15-00405	19
15-00373	19
15-00277	19
15-00210	19
15-00175	19
15-00158	19
15-00126	19
15-00123	19
15-00144	19
15-00113	19
15-00112	19
15-00124	19
15-00042	19
15-00463	19
14-00609	19
14-00610	19
14-00694	19
14-00566	19
14-00539	19
14-00538	19
15-00756	19
15-00804	19
15-00662	19
15-00601	19
15-00596	19
15-00457	19
15-00454	19
15-00593	19
15-00942	19
15-00904	19
15-00670	19
15-00473	19
13-00896	19
24-00437	19
23-00392	19
23-00303	19
23-00277	19
23-00276	19
23-00229	19
17-01023	19
16-00655	19
16-00613	19
16-00584	19
16-00574	19
16-00567	19
16-00566	19
16-00544	19
16-00528	19
16-00519	19
16-00522	19
16-00508	19
16-00509	19
16-00516	19
16-00517	19
16-00495	19
16-00479	19
16-00481	19
16-00478	19
16-00444	19
16-00440	19
16-00436	19
16-00428	19
16-00420	19
16-00418	19
16-00421	19
16-00407	19
16-00409	19
16-00429	19
16-00381	19
16-00383	19
16-00382	19
16-00402	19
16-00403	19
16-00371	19
16-00392	19
16-00046	19
16-00045	19
15-00733	19
14-00052	19
14-00055	19
13-00855	19
13-00841	19
13-00808	19
13-00772	19
13-00763	19
13-00744	19
13-00764	19
13-00742	19
13-00743	19
13-00733	19
13-00720	19
13-00721	19
13-00709	19
13-00711	19
13-00697	19
13-00704	19
13-00708	19
13-00696	19
13-00701	19
13-00700	19
13-00683	19
13-00689	19
13-00698	19
13-00667	19
13-00661	19
13-00645	19
13-00643	19
13-00633	19
13-00634	19
13-00624	19
13-00616	19
13-00619	19
13-00599	19
13-00605	19
13-00597	19
13-00567	19
13-00566	19
13-00534	19
13-00532	19
13-00522	19
13-00521	19
13-00523	19
13-00524	19
13-00551	19
13-00489	19
13-00490	19
13-00491	19
13-00482	19
13-00470	19
13-00479	19
13-00475	19
13-00466	19
13-00467	19
13-00468	19
13-00460	19
13-00454	19
13-00447	19
13-00442	19
13-00455	19
13-00426	19
13-00437	19
13-00429	19
13-00421	19
13-00453	19
13-00424	19
13-00422	19
13-00425	19
13-00423	19
13-00412	19
13-00416	19
13-00413	19
13-00414	19
13-00438	19
13-00399	19
13-00433	19
13-00403	19
13-00439	19
13-00398	19
13-00391	19
13-00393	19
13-00409	19
13-00406	19
13-00405	19
13-00396	19
13-00389	19
13-00385	19
13-00383	19
13-00418	19
13-00419	19
13-00374	19
13-00432	19
13-00381	19
13-00377	19
13-00382	19
13-00388	19
13-00379	19
13-00365	19
13-00366	19
13-00373	19
13-00355	19
13-00361	19
13-00362	19
13-00354	19
13-00369	19
13-00372	19
13-00350	19
13-00349	19
13-00360	19
13-00371	19
13-00342	19
13-00340	19
13-00351	19
13-00338	19
13-00330	19
13-00341	19
13-00332	19
13-00329	19
13-00339	19
13-00315	19
13-00320	19
13-00297	19
13-00318	19
13-00304	19
13-00306	19
13-00302	19
13-00305	19
13-00307	19
13-00301	19
13-00257	19
13-00260	19
13-00248	19
13-00262	19
13-00263	19
13-00258	19
13-00249	19
13-00247	19
13-00250	19
13-00259	19
13-00251	19
13-00230	19
13-00228	19
13-00226	19
13-00222	19
13-00223	19
13-00213	19
13-00214	19
13-00209	19
13-00212	19
13-00215	19
13-00217	19
13-00211	19
13-00208	19
13-00202	19
13-00200	19
13-00199	19
13-00189	19
13-00198	19
13-00187	19
13-00186	19
13-00197	19
13-00203	19
13-00193	19
13-00192	19
13-00177	19
13-00169	19
13-00170	19
13-00173	19
13-00164	19
13-00160	19
13-00162	19
13-00163	19
13-00166	19
13-00149	19
13-00161	19
13-00157	19
13-00144	19
13-00139	19
13-00136	19
13-00132	19
13-00134	19
13-00133	19
13-00129	19
13-00135	19
13-00130	19
13-00122	19
13-00115	19
13-00108	19
13-00095	19
13-00104	19
13-00102	19
13-00103	19
13-00101	19
13-00092	19
13-00093	19
13-00086	19
13-00078	19
13-00076	19
13-00072	19
13-00080	19
13-00073	19
13-00075	19
16-00776	19
16-00646	19
16-00413	19
16-00375	19
16-00391	19
16-00390	19
16-00349	19
16-00311	19
16-00313	19
16-00354	19
16-00292	19
16-00305	19
16-00309	19
16-00276	19
16-00277	19
16-00278	19
16-00270	19
18-00739	19
18-00754	19
18-00737	19
18-00713	19
18-00735	19
18-00734	19
18-00697	19
18-00699	19
18-00706	19
18-00705	19
18-00692	19
18-00703	19
18-00686	19
19-00565	19
19-00532	19
19-00477	19
19-00408	19
19-00125	19
19-00094	19
19-00086	19
19-00061	19
19-00677	19
19-00402	19
19-00971	19
19-00257	19
11-00736	19
11-00691	19
11-00635	19
11-00492	19
11-00376	19
13-00152	19
13-00114	19
13-00087	19
13-00016	19
13-00317	19
13-00316	19
13-00402	19
13-00486	19
13-00820	19
15-01262	19
18-00217	19
11-00808	19
11-00802	19
24-00758	19
12-00289	19
13-00089	19
11-00777	19
11-00754	19
11-00755	19
11-00727	19
11-00716	19
11-00714	19
11-00710	19
11-00690	19
11-00661	19
11-00660	19
11-00377	19
11-00145	19
15-01022	19
15-01014	19
15-00632	19
15-00382	19
14-00319	19
15-00967	19
15-00976	19
15-00965	19
15-00966	19
15-01189	19
15-01013	19
15-00981	19
15-00921	19
15-00808	19
15-00773	19
15-00685	19
15-01109	19
15-01097	19
08-00042	19
08-00043	19
15-00204	19
