SequenceName	ClusterNumber
23-00541	90
24-00455	90
24-00217	90
24-00102	90
15-00632	91
15-00382	91
12-00289	92
13-00089	92
11-00777	92
11-00754	92
11-00755	92
11-00727	92
11-00716	92
11-00714	92
11-00710	92
11-00690	92
11-00661	92
11-00660	92
11-00377	92
11-00145	92
15-01022	92
15-01014	92
13-00016	-1
11-00635	93
11-00492	93
11-00376	93
13-00152	93
13-00114	93
13-00087	93
11-00691	-1
13-00896	-1
11-00297	-1
11-00717	-1
11-00745	94
11-00747	94
11-00662	94
11-00655	94
11-00628	94
11-00620	94
11-00599	94
11-00600	94
11-00603	94
11-00648	94
11-00577	94
11-00560	94
11-00541	94
11-00544	94
11-00509	94
11-00505	94
11-00424	94
11-00386	94
11-00347	94
11-00318	94
11-00281	94
11-00270	94
11-00236	94
11-00202	94
11-00199	94
11-00200	94
11-00194	94
11-00169	94
11-00170	94
11-00146	94
11-00116	94
11-00132	94
11-00114	94
11-00085	94
11-00078	94
11-00072	94
11-00075	94
11-00074	94
11-00045	94
11-00040	94
11-00018	94
11-00016	94
11-00013	94
11-00014	94
11-00011	94
11-00007	94
10-00684	94
10-00676	94
10-00673	94
10-00655	94
10-00591	94
10-00575	94
10-00587	94
10-00572	94
10-00559	94
10-00551	94
10-00550	94
10-00545	94
10-00499	94
10-00284	94
09-00356	94
09-00314	94
09-00313	94
09-00310	94
09-00306	94
09-00305	94
09-00328	94
09-00327	94
09-00261	94
09-00260	94
09-00259	94
09-00247	94
09-00220	94
09-00215	94
09-00214	94
09-00216	94
09-00158	94
09-00146	94
09-00143	94
09-00144	94
09-00118	94
09-00110	94
09-00109	94
09-00086	94
09-00074	94
09-00060	94
09-00052	94
09-00055	94
09-00058	94
09-00057	94
08-01010	94
08-00521	94
08-00510	94
08-00462	94
08-00415	94
08-00226	94
07-00681	94
07-00678	94
07-00566	94
07-00577	94
09-00296	95
09-00295	95
09-00294	95
09-00292	95
09-00300	95
09-00299	95
09-00265	95
09-00262	95
09-00263	95
09-00275	95
09-00255	95
09-00257	95
09-00256	95
09-00249	95
09-00250	95
09-00246	95
07-00366	-1
18-00343	-1
11-00736	-1
15-00473	-1
15-00670	-1
15-00942	96
15-00904	96
15-00756	97
15-00804	97
15-00662	97
15-00601	97
15-00596	97
15-00457	97
15-00454	97
15-00593	97
15-01070	98
15-01296	98
15-01062	98
15-00983	98
15-00922	98
15-00905	98
15-00885	98
15-00817	98
15-00833	98
15-00819	98
15-00799	98
15-00840	98
15-00785	98
15-00758	98
15-00769	98
15-00744	98
15-00722	98
15-00740	98
15-00735	98
15-00711	98
15-00705	98
15-00678	98
15-00703	98
15-00686	98
15-00647	98
15-00631	98
15-00617	98
15-00616	98
15-00554	98
15-00486	98
15-00470	98
15-00471	98
15-00566	98
15-00567	98
15-00568	98
15-00437	98
15-00565	98
15-00407	98
15-00406	98
15-00405	98
15-00373	98
15-00277	98
15-00210	98
15-00175	98
15-00158	98
15-00126	98
15-00123	98
15-00144	98
15-00113	98
15-00112	98
15-00124	98
15-00042	98
15-00463	98
14-00609	98
14-00610	98
14-00694	98
14-00566	98
14-00539	98
14-00538	98
11-00684	-1
10-00129	-1
07-00391	-1
24-01146	99
24-01149	99
24-01133	99
24-01163	99
24-01140	99
24-01135	99
24-01139	99
24-01136	99
24-01118	99
24-01119	99
24-01111	99
24-01110	99
24-01120	99
24-01104	99
24-01124	99
24-01112	99
24-01150	99
24-01113	99
24-01116	99
24-01114	99
24-01151	99
24-01117	99
24-01098	99
24-01082	99
24-01089	99
24-01093	99
24-01091	99
24-01060	99
24-01052	99
24-01065	99
24-01062	99
24-01030	99
24-01034	99
24-01063	99
24-01066	99
24-00994	99
24-00945	99
24-00948	99
24-00950	99
24-00943	99
24-00952	99
24-00946	99
24-00953	99
24-00965	99
24-00961	99
24-00878	99
24-00876	99
24-00888	99
24-00886	99
24-00887	99
24-00714	99
24-00705	99
24-00098	99
24-00070	99
24-00072	99
24-00073	99
24-00069	99
24-01130	99
24-01142	99
24-00849	99
24-00811	99
24-00759	99
24-00696	99
24-00677	99
24-00631	99
24-00630	99
24-00586	99
24-00577	99
24-00580	99
24-00403	99
24-00227	99
24-00172	99
24-00080	99
24-00148	99
23-00885	99
23-00768	99
23-00506	99
24-01081	99
24-01078	99
24-01088	99
24-01086	99
18-00739	100
18-00754	100
18-00737	100
18-00713	100
18-00735	100
18-00734	100
18-00697	100
18-00699	100
18-00706	100
18-00705	100
18-00692	100
18-00703	100
18-00686	100
19-00565	100
19-00532	100
19-00477	100
19-00408	100
19-00125	100
19-00094	100
19-00086	100
19-00061	100
19-00677	100
19-00402	100
19-00971	100
19-00257	100
15-01264	101
14-00297	101
15-01179	101
15-00790	101
15-00031	101
14-00586	101
15-01420	102
15-01313	102
15-01312	102
15-01302	102
15-01281	102
15-01261	102
15-01259	102
15-01257	102
15-01258	102
15-01212	102
15-01201	102
15-01205	102
15-01200	102
15-01199	102
15-01195	102
15-01185	102
15-01178	102
15-01167	102
15-01166	102
15-01146	102
15-01138	102
15-01095	102
15-01106	102
15-01091	102
15-01100	102
15-01075	102
15-01088	102
15-01082	102
15-01081	102
15-01085	102
15-01083	102
15-01067	102
15-01072	102
15-01052	102
15-01049	102
15-01050	102
15-01056	102
15-01047	102
15-01033	102
15-01023	102
15-01016	102
15-01042	102
15-01025	102
15-01024	102
15-01015	102
15-01044	102
15-01043	102
15-01020	102
15-01021	102
15-00979	102
15-01009	102
15-00978	102
15-00964	102
15-00945	102
15-00926	102
15-00928	102
15-00959	102
15-00950	102
15-00914	102
15-00916	102
15-00907	102
15-00902	102
15-00944	102
15-00900	102
15-00880	102
15-00884	102
15-00859	102
15-00873	102
15-00887	102
15-00875	102
15-00886	102
15-00863	102
15-00870	102
15-00847	102
15-00852	102
15-00853	102
15-00851	102
15-00844	102
15-00846	102
15-00854	102
15-00838	102
15-00848	102
15-00831	102
15-00837	102
15-00832	102
15-00825	102
15-00917	102
15-00812	102
15-00811	102
15-00813	102
15-00829	102
15-00795	102
15-00815	102
15-00814	102
15-00800	102
15-00797	102
15-00787	102
15-00788	102
15-00783	102
15-00796	102
15-00782	102
15-00777	102
15-00768	102
15-00765	102
15-00779	102
15-00739	102
15-00742	102
15-00752	102
15-00737	102
15-00755	102
15-00772	102
15-00749	102
15-00770	102
15-00753	102
15-00731	102
15-00751	102
15-00721	102
15-00757	102
15-00760	102
15-00723	102
15-00734	102
15-00743	102
15-00718	102
15-00704	102
15-00709	102
15-00682	102
15-00710	102
15-00694	102
15-00673	102
15-00728	102
15-00660	102
15-00729	102
15-00652	102
15-00679	102
15-00716	102
15-00664	102
15-00650	102
15-00642	102
15-00671	102
15-00646	102
15-00639	102
15-00676	102
15-00633	102
15-00630	102
15-00643	102
15-00667	102
15-00668	102
15-00613	102
15-00589	102
15-00606	102
15-00597	102
15-00611	102
15-00584	102
15-00583	102
15-00594	102
15-00561	102
15-00649	102
15-00629	102
15-00573	102
15-00712	102
15-00546	102
15-00548	102
15-00558	102
15-00533	102
15-00627	102
15-00513	102
15-00549	102
15-00517	102
15-00502	102
15-00530	102
15-00512	102
15-00531	102
15-00514	102
15-00626	102
15-00527	102
15-00496	102
15-00500	102
15-00497	102
15-00487	102
15-00472	102
15-00536	102
15-00460	102
15-00499	102
15-00428	102
15-00431	102
15-00426	102
15-00465	102
15-00450	102
15-00439	102
15-00504	102
15-00412	102
15-00393	102
15-00414	102
15-00427	102
15-00403	102
15-00432	102
15-00395	102
15-00400	102
15-00372	102
15-00425	102
15-00363	102
15-00364	102
15-00625	102
15-00361	102
15-00359	102
15-00624	102
15-00344	102
15-00424	102
15-00334	102
15-00357	102
15-00330	102
15-00343	102
15-00336	102
15-00622	102
15-00326	102
15-00325	102
15-00345	102
15-00621	102
15-00307	102
15-00319	102
15-00296	102
15-00323	102
15-00620	102
15-00311	102
15-00294	102
15-00289	102
15-00293	102
15-00297	102
15-00619	102
15-00288	102
15-00286	102
15-00274	102
15-00276	102
15-00265	102
15-00266	102
15-00259	102
15-00267	102
15-00272	102
15-00255	102
15-00246	102
15-00285	102
15-00254	102
15-00284	102
15-00241	102
15-00253	102
15-00258	102
15-00237	102
15-00283	102
15-00240	102
15-00238	102
15-00245	102
15-00243	102
15-00221	102
15-00217	102
15-00223	102
15-00222	102
15-00220	102
15-00205	102
15-00216	102
15-00219	102
15-00202	102
15-00200	102
15-00194	102
15-00224	102
15-00203	102
15-00212	102
15-00211	102
15-00206	102
15-00195	102
15-00198	102
15-00197	102
15-00199	102
15-00191	102
15-00264	102
15-00192	102
15-00183	102
15-00185	102
15-00176	102
15-00182	102
15-00174	102
15-00193	102
15-00169	102
15-00168	102
15-00177	102
15-00155	102
15-00151	102
15-00146	102
15-00157	102
15-00145	102
15-00152	102
15-00160	102
15-00147	102
15-00153	102
15-00137	102
15-00127	102
15-00140	102
15-00128	102
15-00136	102
15-00139	102
15-00227	102
15-00228	102
15-00111	102
15-00141	102
15-00117	102
15-00118	102
15-00116	102
15-00105	102
15-00096	102
15-00110	102
15-00097	102
15-00109	102
15-00094	102
15-00119	102
15-00103	102
15-00098	102
15-00095	102
15-00087	102
15-00075	102
15-00076	102
15-00080	102
15-00084	102
15-00081	102
15-00107	102
15-00073	102
15-00062	102
15-00065	102
15-00063	102
15-00055	102
15-00054	102
15-00064	102
15-00052	102
15-00049	102
15-00050	102
15-00033	102
15-00057	102
15-00043	102
15-00059	102
15-00040	102
15-00037	102
15-00044	102
15-00170	102
15-00025	102
15-00030	102
15-00006	102
15-00046	102
15-00021	102
15-00013	102
15-00018	102
14-00887	102
15-00012	102
15-00009	102
15-00017	102
15-00010	102
15-00007	102
14-00888	102
14-00886	102
14-00881	102
14-00878	102
14-00879	102
14-00880	102
14-00884	102
14-00874	102
14-00876	102
14-00883	102
14-00873	102
14-00869	102
14-00866	102
14-00877	102
14-00872	102
14-00863	102
14-00862	102
14-00865	102
14-00857	102
14-00875	102
14-00852	102
14-00853	102
14-00851	102
14-00856	102
14-00854	102
14-00864	102
14-00858	102
14-00848	102
14-00847	102
14-00845	102
14-00846	102
14-00844	102
14-00843	102
14-00828	102
14-00765	102
14-00764	102
14-00762	102
14-00760	102
14-00759	102
14-00757	102
14-00761	102
14-00728	102
14-00713	102
14-00702	102
14-00699	102
14-00665	102
14-00645	102
14-00637	102
14-00638	102
14-00611	102
14-00582	102
14-00620	102
14-00515	102
11-00694	-1
16-00348	103
16-00462	103
16-00322	103
16-00318	103
16-00298	103
16-00301	103
16-00310	103
16-00299	103
16-00288	103
16-00287	103
16-00285	103
16-00284	103
16-00279	103
16-00265	103
16-00261	103
16-00252	103
16-00253	103
16-00254	103
16-00244	103
16-00241	103
16-00239	103
16-00237	103
16-00240	103
16-00235	103
16-00229	103
16-00219	103
16-00198	103
16-00211	103
16-00215	103
16-00197	103
16-00154	103
16-00151	103
16-00221	103
16-00126	103
15-01053	103
15-00956	103
14-00083	103
14-00054	103
14-00053	103
14-00025	103
24-01058	103
24-00933	103
24-00917	103
24-00867	103
24-00854	103
24-00407	103
24-00369	103
24-00233	103
23-00802	103
23-00577	103
23-00571	103
23-00569	103
23-00550	103
23-00551	103
23-00549	103
23-00548	103
23-00475	103
23-00474	103
22-00085	103
22-00081	103
22-00052	103
21-00374	103
21-00372	103
21-00373	103
23-00291	103
22-00073	103
24-00795	103
23-00184	103
18-00040	103
11-00756	103
11-00742	103
11-00718	103
10-00178	-1
07-00568	-1
24-01122	104
24-01121	104
24-00930	105
24-00928	105
24-00929	105
24-00812	105
24-00807	105
24-00760	105
24-00786	105
24-00735	105
24-00731	105
24-00722	105
24-00656	105
24-00642	105
24-00643	105
24-00525	105
24-00528	105
24-00516	105
24-00530	105
24-00540	105
24-00473	105
24-00472	105
24-00443	105
24-00387	105
24-00412	105
24-00208	105
24-00167	105
24-00173	105
24-00176	105
24-00275	105
24-00574	105
24-00122	105
24-00113	105
24-00131	105
24-00276	105
24-00185	105
24-00095	105
24-00067	105
24-00037	105
23-00773	105
23-00770	105
23-00738	105
23-00735	105
23-00731	105
23-00650	105
23-00304	105
23-00310	105
23-00325	105
23-00179	105
22-00571	105
24-00140	105
24-00575	105
24-00479	105
23-00690	105
23-00689	105
23-00695	105
23-00826	105
23-00830	105
23-00827	105
16-00413	106
16-00375	106
16-00391	106
16-00390	106
16-00349	106
16-00311	106
16-00313	106
16-00354	106
16-00292	106
16-00305	106
16-00309	106
16-00276	106
16-00277	106
16-00278	106
16-00270	106
10-00142	-1
07-00639	-1
16-00646	-1
10-00146	-1
07-00640	-1
16-00776	-1
10-00163	-1
08-00021	107
08-00029	107
09-00072	108
08-00668	108
08-00607	108
08-00583	108
08-00566	108
08-00577	108
08-00553	108
08-00538	108
08-00523	108
08-00522	108
08-00467	108
08-00460	108
08-00458	108
08-00459	108
08-00452	108
08-00453	108
08-00441	108
08-00402	108
08-00380	108
08-00381	108
08-00377	108
08-00379	108
08-00374	108
08-00378	108
08-00370	108
08-00356	108
08-00341	108
08-00343	108
08-00366	108
08-00342	108
08-00339	108
08-00351	108
08-00331	108
08-00329	108
08-00316	108
08-00332	108
08-00340	108
08-00328	108
08-00327	108
08-00330	108
08-00344	108
08-00303	108
08-00304	108
08-00337	108
08-00279	108
08-00319	108
08-00323	108
08-00322	108
08-00311	108
08-00294	108
08-00300	108
08-00272	108
08-00276	108
08-00362	108
08-00295	108
08-00282	108
08-00278	108
08-00299	108
08-00281	108
08-00271	108
08-00250	108
08-00259	108
08-00254	108
08-00277	108
08-00252	108
08-00258	108
08-00263	108
08-00255	108
08-00257	108
08-00227	108
08-00237	108
08-00235	108
08-00220	108
08-00221	108
08-00216	108
08-00211	108
08-00203	108
08-00210	108
08-00202	108
08-00209	108
08-00201	108
08-00207	108
08-00198	108
08-00199	108
08-00193	108
08-00196	108
08-00204	108
08-00195	108
08-00208	108
08-00200	108
08-00192	108
08-00188	108
08-00190	108
08-00189	108
08-00183	108
08-00179	108
08-00182	108
08-00176	108
08-00181	108
08-00174	108
08-00171	108
08-00173	108
08-00166	108
08-00165	108
08-00163	108
08-00168	108
08-00169	108
08-00167	108
08-00162	108
08-00158	108
08-00157	108
08-00155	108
08-00140	108
08-00138	108
08-00144	108
08-00139	108
08-00137	108
08-00133	108
08-00136	108
08-00125	108
08-00126	108
08-00124	108
08-00116	108
08-00117	108
08-00107	108
08-00121	108
08-00120	108
08-00098	108
08-00089	108
08-00083	108
08-00079	108
08-00077	108
08-00062	108
08-00061	108
08-00056	108
08-00049	108
08-00050	108
08-00051	108
08-00030	108
08-00020	108
08-00027	108
08-00026	108
13-00075	-1
10-00174	-1
13-00080	109
13-00073	109
10-00180	-1
13-00072	-1
10-00192	-1
13-00076	-1
10-00195	110
10-00196	110
13-00182	111
13-00181	111
13-00151	111
13-00123	111
13-00100	111
12-00383	111
12-00381	111
12-00200	111
12-00201	111
12-00190	111
12-00189	111
12-00192	111
12-00184	111
12-00144	111
12-00132	111
12-00124	111
12-00127	111
12-00125	111
12-00126	111
12-00115	111
12-00101	111
12-00099	111
12-00098	111
12-00079	111
11-00819	111
11-00774	111
11-00715	111
11-00704	111
11-00654	111
11-00664	111
11-00665	111
11-00634	111
11-00630	111
11-00647	111
11-00593	111
11-00613	111
11-00646	111
11-00580	111
11-00583	111
11-00585	111
11-00582	111
11-00584	111
11-00551	111
11-00552	111
11-00549	111
11-00542	111
11-00548	111
11-00504	111
11-00510	111
11-00512	111
11-00511	111
11-00494	111
11-00496	111
11-00484	111
11-00499	111
11-00498	111
11-00531	111
11-00480	111
11-00479	111
11-00462	111
11-00454	111
11-00442	111
11-00450	111
11-00440	111
11-00432	111
11-00434	111
11-00422	111
11-00414	111
11-00412	111
11-00418	111
11-00419	111
11-00411	111
11-00413	111
11-00416	111
11-00421	111
11-00396	111
11-00398	111
11-00363	111
11-00362	111
11-00355	111
11-00352	111
11-00346	111
11-00351	111
11-00335	111
11-00333	111
11-00334	111
11-00404	111
11-00327	111
11-00324	111
11-00316	111
11-00305	111
11-00317	111
11-00299	111
11-00294	111
11-00303	111
11-00288	111
11-00287	111
11-00277	111
11-00276	111
11-00275	111
11-00279	111
11-00271	111
11-00274	111
11-00269	111
11-00267	111
11-00268	111
11-00240	111
11-00244	111
11-00239	111
11-00241	111
11-00248	111
11-00255	111
11-00238	111
11-00254	111
11-00232	111
11-00228	111
11-00231	111
11-00222	111
11-00210	111
11-00206	111
11-00224	111
11-00193	111
11-00187	111
11-00182	111
11-00181	111
11-00183	111
11-00196	111
11-00195	111
11-00152	111
11-00151	111
11-00167	111
11-00168	111
11-00166	111
11-00140	111
11-00126	111
11-00109	111
11-00139	111
11-00138	111
11-00112	111
11-00086	111
11-00099	111
11-00165	111
11-00077	111
11-00069	111
11-00070	111
11-00094	111
11-00164	111
11-00044	111
11-00093	111
11-00043	111
11-00092	111
11-00091	111
11-00090	111
11-00088	111
11-00089	111
11-00019	111
11-00020	111
10-00430	111
10-00428	111
10-00425	111
10-00423	111
10-00424	111
10-00413	111
10-00389	111
10-00385	111
10-00386	111
10-00377	111
10-00380	111
10-00381	111
10-00379	111
10-00368	111
10-00366	111
10-00354	111
10-00349	111
10-00346	111
10-00345	111
10-00258	111
10-00250	111
10-00244	111
10-00225	111
10-00212	111
10-00208	111
10-00211	111
10-00197	111
13-00078	-1
13-00086	-1
13-00093	-1
13-00092	-1
13-00104	112
13-00102	112
13-00103	112
13-00101	112
13-00095	-1
13-00108	-1
13-00115	-1
13-00122	-1
13-00135	113
13-00130	113
13-00132	114
13-00134	114
13-00133	114
13-00129	114
13-00136	-1
13-00139	-1
13-00144	-1
13-00157	-1
13-00149	115
13-00161	115
13-00160	116
13-00162	116
13-00163	116
13-00166	116
13-00164	-1
13-00173	-1
13-00169	117
13-00170	117
13-00192	118
13-00177	118
13-00193	-1
13-00197	119
13-00203	119
13-00187	120
13-00186	120
13-00189	121
13-00198	121
13-00200	122
13-00199	122
13-00208	123
13-00202	123
13-00211	-1
13-00215	124
13-00217	124
13-00212	-1
13-00214	125
13-00209	125
13-00213	-1
13-00223	-1
13-00226	126
13-00222	126
13-00230	127
13-00228	127
13-00247	128
13-00250	128
13-00259	128
13-00251	128
13-00249	-1
13-00248	129
13-00262	129
13-00263	129
13-00258	129
13-00257	130
13-00260	130
13-00301	-1
13-00305	131
13-00307	131
13-00306	132
13-00302	132
13-00304	-1
13-00297	133
13-00318	133
13-00320	-1
13-00315	-1
13-00341	134
13-00332	134
13-00329	134
13-00339	134
13-00330	-1
13-00351	135
13-00338	135
13-00340	-1
13-00371	136
13-00342	136
13-00372	137
13-00350	137
13-00349	137
13-00360	137
13-00369	-1
13-00355	138
13-00361	138
13-00362	138
13-00354	138
13-00366	139
13-00373	139
13-00365	-1
13-00379	-1
13-00381	140
13-00377	140
13-00382	140
13-00388	140
13-00374	141
13-00432	141
24-00437	142
23-00392	142
23-00303	142
23-00277	142
23-00276	142
23-00229	142
17-01023	142
16-00655	142
16-00613	142
16-00584	142
16-00574	142
16-00567	142
16-00566	142
16-00544	142
16-00528	142
16-00519	142
16-00522	142
16-00508	142
16-00509	142
16-00516	142
16-00517	142
16-00495	142
16-00479	142
16-00481	142
16-00478	142
16-00444	142
16-00440	142
16-00436	142
16-00428	142
16-00420	142
16-00418	142
16-00421	142
16-00407	142
16-00409	142
16-00429	142
16-00381	142
16-00383	142
16-00382	142
16-00402	142
16-00403	142
16-00371	142
16-00392	142
16-00046	142
16-00045	142
15-00733	142
14-00052	142
14-00055	142
13-00855	142
13-00841	142
13-00808	142
13-00772	142
13-00763	142
13-00744	142
13-00764	142
13-00742	142
13-00743	142
13-00733	142
13-00720	142
13-00721	142
13-00709	142
13-00711	142
13-00697	142
13-00704	142
13-00708	142
13-00696	142
13-00701	142
13-00700	142
13-00683	142
13-00689	142
13-00698	142
13-00667	142
13-00661	142
13-00645	142
13-00643	142
13-00633	142
13-00634	142
13-00624	142
13-00616	142
13-00619	142
13-00599	142
13-00605	142
13-00597	142
13-00567	142
13-00566	142
13-00534	142
13-00532	142
13-00522	142
13-00521	142
13-00523	142
13-00524	142
13-00551	142
13-00489	142
13-00490	142
13-00491	142
13-00482	142
13-00470	142
13-00479	142
13-00475	142
13-00466	142
13-00467	142
13-00468	142
13-00460	142
13-00454	142
13-00447	142
13-00442	142
13-00455	142
13-00426	142
13-00437	142
13-00429	142
13-00421	142
13-00453	142
13-00424	142
13-00422	142
13-00425	142
13-00423	142
13-00412	142
13-00416	142
13-00413	142
13-00414	142
13-00438	142
13-00399	142
13-00433	142
13-00403	142
13-00439	142
13-00398	142
13-00391	142
13-00393	142
13-00409	142
13-00406	142
13-00405	142
13-00396	142
13-00389	142
13-00385	142
13-00383	142
13-00418	142
13-00419	142
